Document No,Purchase Date,Quantity,Net Price,Customer ID
13275722,00:00.0,10000,618,1097282
13333145,00:00.0,5000,1439,1097282
13154921,00:00.0,8000,375,1097282
13333145,00:00.0,10000,458,1097282
13333145,00:00.0,80000,458,1097282
13333145,00:00.0,100000,1029,1097282
13333145,00:00.0,20000,684,1097282
13275722,00:00.0,10000,618,1097282
13154921,00:00.0,13000,375,1097282
12609715,00:00.0,3000,1091,1097282
13141372,00:00.0,32100,2992,1097282
12875069,00:00.0,5000,582,1097282
13160110,00:00.0,12000,614,1097282
12573050,00:00.0,180000,500,1097282
12754550,00:00.0,85000,414,1097282
12632280,00:00.0,3000,500,1097282
13048207,00:00.0,3000,661,1097282
12919290,00:00.0,6000,511,1097282
12884264,00:00.0,35000,370,1097282
13028391,00:00.0,3000,559,1097282
13143579,00:00.0,3000,582,1097282
12754548,00:00.0,10000,414,1097282
13063505,00:00.0,10000,491,1097282
12754495,00:00.0,10000,283,1097282
13057022,00:00.0,5000,335,1097282
13275734,00:00.0,20000,1315,1097282
13088167,00:00.0,10000,821,1097282
13104152,00:00.0,24000,543,1097282
13076472,00:00.0,40000,1073,1097282
12936353,00:00.0,5000,439,1097282
13085487,00:00.0,1000,1073,1097282
13206377,00:00.0,20000,371,1097282
13233302,00:00.0,5000,413,1097282
13155069,00:00.0,2000,747,1097282
13248810,00:00.0,25000,747,1097282
13219043,00:00.0,55000,549,1097282
12579108,00:00.0,30000,680,1097282
12936777,00:00.0,5000,439,1097282
12857764,00:00.0,5000,576,1097282
12754598,00:00.0,3000,356,1097282
12931297,00:00.0,5000,511,1097282
13085752,00:00.0,44000,335,1097282
13141093,00:00.0,45000,700,1097282
13063705,00:00.0,5000,424,1097282
19039269,00:00.0,-100,7483,1097282
12951999,00:00.0,3000,476,1097282
13248810,00:00.0,17000,549,1097282
12901220,00:00.0,25000,1185,1097282
12899724,00:00.0,30000,467,1097282
12888738,00:00.0,5000,614,1097282
13085752,00:00.0,33000,335,1097282
13019457,00:00.0,30000,559,1097282
13076727,00:00.0,50000,557,1097282
13100935,00:00.0,3000,366,1097282
12936434,00:00.0,3000,690,1097282
13057050,00:00.0,3000,424,1097282
13076727,00:00.0,30000,836,1097282
12871161,00:00.0,5000,874,1097282
12860611,00:00.0,4000,582,1097282
12767636,00:00.0,5000,283,1097282
12815921,00:00.0,3000,493,1097282
12871161,00:00.0,5000,1896,1097282
12779170,00:00.0,3000,468,1097282
12875630,00:00.0,1000,576,1097282
13025563,00:00.0,14000,341,1097282
12951694,00:00.0,7000,647,1097282
12997071,00:00.0,50000,499,1097282
12943290,00:00.0,23000,569,1097282
12728850,00:00.0,5000,595,1097282
12997071,00:00.0,5000,341,1097282
13143235,00:00.0,9000,443,1097282
13084141,00:00.0,60000,424,1097282
12997071,00:00.0,10000,341,1097282
13206478,00:00.0,15000,923,1097282
13063665,00:00.0,40000,1668,1097282
13026516,00:00.0,5000,1201,1097282
13206779,00:00.0,10000,544,1097282
13206779,00:00.0,10000,738,1097282
13206779,00:00.0,50000,544,1097282
13206779,00:00.0,10000,544,1097282
13083915,00:00.0,50000,335,1097282
12951955,00:00.0,50000,476,1097282
12956559,00:00.0,4000,412,1097282
12940335,00:00.0,8000,507,1097282
13085818,00:00.0,1000,667,1097282
12943248,00:00.0,20000,347,1097282
12940415,00:00.0,5000,507,1097282
13119627,00:00.0,50000,484,1097282
13122579,00:00.0,1000,658,1097282
13119627,00:00.0,65000,484,1097282
12530687,00:00.0,45000,498,1097282
12654066,00:00.0,40000,520,1097282
12558015,00:00.0,3000,539,1097282
12641028,00:00.0,15000,708,1097282
12943248,00:00.0,20000,347,1097282
13122627,00:00.0,3000,550,1097282
12530779,00:00.0,3000,355,1097282
12980038,00:00.0,30000,507,1097282
13099773,00:00.0,65000,484,1097282
13122627,00:00.0,4000,1785,1097282
13122951,00:00.0,3000,366,1097282
13122627,00:00.0,6000,1785,1097282
13122951,00:00.0,3000,366,1097282
13025397,00:00.0,45000,499,1097282
12888614,00:00.0,3000,1841,1097282
12754548,00:00.0,100000,414,1097282
12989184,00:00.0,10000,679,1097282
13086140,00:00.0,15000,424,1097282
13119720,00:00.0,6000,469,1097282
13235068,00:00.0,40000,374,1097282
13102382,00:00.0,50000,331,1097282
13028391,00:00.0,10000,559,1097282
12711068,00:00.0,21000,1561,1097282
12980035,00:00.0,56000,507,1097282
13025397,00:00.0,3000,499,1097282
13122627,00:00.0,10000,550,1097282
12643533,00:00.0,2000,1766,1097282
12711068,00:00.0,10000,1561,1097282
12644330,00:00.0,5000,355,1097282
13349141,00:00.0,10000,628,1097282
13158028,00:00.0,21000,472,1097282
12530779,00:00.0,20000,520,1097282
12653224,00:00.0,3000,1134,1097282
13006478,00:00.0,3000,559,1097282
12999496,00:00.0,3000,2903,1097282
13258436,00:00.0,10000,549,1097282
13222750,00:00.0,15000,745,1097282
13085368,00:00.0,58000,491,1097282
13068033,00:00.0,5000,424,1097282
12609715,00:00.0,3000,1091,1097282
13099773,00:00.0,10000,484,1097282
12943248,00:00.0,30000,347,1097282
12586586,00:00.0,180000,500,1097282
13063705,00:00.0,30000,551,1097282
12901636,00:00.0,80000,542,1097282
12936434,00:00.0,6000,690,1097282
12732528,00:00.0,30000,269.6,1097282
13004261,00:00.0,3000,341,1097282
12775800,00:00.0,10000,283,1097282
13004173,00:00.0,70000,499,1097282
13057050,00:00.0,3000,424,1097282
13119627,00:00.0,80000,484,1097282
13143490,00:00.0,11000,443,1097282
12754589,00:00.0,250000,564,1097282
12757771,00:00.0,30000,463,1097282
12801478,00:00.0,10000,299,1097282
13122767,00:00.0,3000,1147,1097282
12857764,00:00.0,3000,443,1097282
12590611,00:00.0,5000,518,1097282
12590611,00:00.0,5000,518,1097282
12951999,00:00.0,45000,476,1097282
12618673,00:00.0,30000,680,1097282
12546604,00:00.0,50000,355,1097282
12653272,00:00.0,3000,1134,1097282
12714750,00:00.0,3000,394,1097282
12579108,00:00.0,10000,680,1097282
12586558,00:00.0,80000,479,1097282
12685338,00:00.0,10000,460,1097282
12714750,00:00.0,12000,1853,1097282
12608630,00:00.0,5000,518,1097282
12632147,00:00.0,40000,394,1097282
13120722,00:00.0,2000,1645,1097282
13085752,00:00.0,5000,335,1097282
13141372,00:00.0,11000,351,1097282
13141093,00:00.0,4000,700,1097282
13141270,00:00.0,3000,1124,1097282
12728923,00:00.0,15000,1484,1097282
12673895,00:00.0,3000,314,1097282
13375181,00:00.0,10000,865,1097282
12644451,00:00.0,3000,1136,1097282
12587051,00:00.0,75000,1091,1097282
12692367,00:00.0,10000,394,1097282
12546684,00:00.0,57000,520,1097282
12530687,00:00.0,45000,498,1097282
12979753,00:00.0,7000,690,1097282
12546684,00:00.0,5000,520,1097282
13068031,00:00.0,20000,335,1097282
19048633,00:00.0,0,31,1097282
13375181,00:00.0,100000,628,1097282
13375181,00:00.0,30000,865,1097282
13375181,00:00.0,10000,628,1097282
13375181,00:00.0,50000,865,1097282
13375197,00:00.0,20000,1400,1097282
13375197,00:00.0,10000,1400,1097282
13093224,00:00.0,3000,424,1097282
13048112,00:00.0,40000,335,1097282
13085454,00:00.0,1000,475,1097282
13375197,00:00.0,5000,1400,1097282
13375197,00:00.0,20000,1400,1097282
13375197,00:00.0,50000,865,1097282
13375197,00:00.0,5000,865,1097282
13375197,00:00.0,10000,865,1097282
13375197,00:00.0,10000,1400,1097282
13119811,00:00.0,45000,1058,1097282
13086140,00:00.0,10000,424,1097282
13100698,00:00.0,26000,418,1097282
12941003,00:00.0,20000,439,1097282
13086128,00:00.0,7000,557,1097282
13028391,00:00.0,3000,566,1097282
13025563,00:00.0,6000,341,1097282
12941003,00:00.0,5000,576,1097282
13086140,00:00.0,15000,424,1097282
13048112,00:00.0,20000,335,1097282
13025563,00:00.0,19000,341,1097282
12979753,00:00.0,100000,690,1097282
13099773,00:00.0,5000,484,1097282
12936353,00:00.0,50000,864,1097282
12940906,00:00.0,10000,1110,1097282
13085454,00:00.0,1000,475,1097282
13085454,00:00.0,2000,475,1097282
13101798,00:00.0,19000,550,1097282
13063505,00:00.0,80000,491,1097282
13122436,00:00.0,8000,658,1097282
12811804,00:00.0,5000,299,1097282
13375202,00:00.0,20000,2061,1097282
13206779,00:00.0,10000,544,1097282
13210295,00:00.0,1000,545,1097282
13210295,00:00.0,1000,545,1097282
13160021,00:00.0,3000,614,1097282
13289944,00:00.0,60000,470,1097282
13160021,00:00.0,3000,614,1097282
13160021,00:00.0,4000,932,1097282
13160021,00:00.0,3000,614,1097282
13258404,00:00.0,20000,620,1097282
13210756,00:00.0,1000,741,1097282
13210756,00:00.0,1000,545,1097282
13224622,00:00.0,3000,613,1097282
13258404,00:00.0,50000,613,1097282
13224622,00:00.0,15000,613,1097282
13375223,00:00.0,10000,835,1097282
12770718,00:00.0,30000,564,1097282
13375223,00:00.0,10000,615,1097282
13375223,00:00.0,5000,615,1097282
12901636,00:00.0,7000,542,1097282
12754589,00:00.0,21000,564,1097282
12901304,00:00.0,5000,614,1097282
12771541,00:00.0,5000,414,1097282
13333156,00:00.0,20000,678,1097282
13258436,00:00.0,10000,745,1097282
13289984,00:00.0,10000,927,1097282
13289984,00:00.0,30000,1960,1097282
13289984,00:00.0,30000,927,1097282
13289984,00:00.0,10000,611,1097282
13258436,00:00.0,10000,549,1097282
13372150,00:00.0,5000,684,1097282
13310444,00:00.0,20000,470,1097282
13222750,00:00.0,60000,745,1097282
13222750,00:00.0,3000,745,1097282
13160110,00:00.0,12000,621,1097282
13229864,00:00.0,22000,549,1097282
13375068,00:00.0,10000,444,1097282
13234767,00:00.0,10000,472,1097282
13285954,00:00.0,20000,547,1097282
13285954,00:00.0,5000,547,1097282
12743501,00:00.0,3000,469,1097282
13290016,00:00.0,10000,1194,1097282
13290016,00:00.0,10000,1194,1097282
13290016,00:00.0,10000,1853,1097282
13290016,00:00.0,15000,743,1097282
13290016,00:00.0,30000,1853,1097282
13290016,00:00.0,5000,1853,1097282
13290016,00:00.0,10000,1853,1097282
13290016,00:00.0,10000,1194,1097282
13290016,00:00.0,10000,743,1097282
13290016,00:00.0,10000,1853,1097282
12811804,00:00.0,15000,299,1097282
13226940,00:00.0,10000,549,1097282
13290016,00:00.0,10000,8050,1097282
13122436,00:00.0,14000,484,1097282
13104152,00:00.0,23000,543,1097282
13100793,00:00.0,3000,366,1097282
13025523,00:00.0,13000,1091,1097282
13140980,00:00.0,1000,496,1097282
13122395,00:00.0,20000,331,1097282
13143579,00:00.0,12000,582,1097282
13119811,00:00.0,15000,659,1097282
12980038,00:00.0,120000,507,1097282
13045439,00:00.0,3000,487,1097282
13309473,00:00.0,20000,618,1097282
13309473,00:00.0,5000,412,1097282
13309473,00:00.0,20000,618,1097282
13309473,00:00.0,20000,618,1097282
13141270,00:00.0,10000,1104,1097282
13309473,00:00.0,20000,618,1097282
12979753,00:00.0,30000,690,1097282
12941003,00:00.0,5000,576,1097282
13076468,00:00.0,10000,475,1097282
13086128,00:00.0,7000,557,1097282
13088167,00:00.0,3000,371,1097282
13122797,00:00.0,10000,418,1097282
13101798,00:00.0,19000,550,1097282
13143579,00:00.0,3000,582,1097282
12951955,00:00.0,8000,476,1097282
13099773,00:00.0,60000,484,1097282
13045422,00:00.0,26000,424,1097282
12981449,00:00.0,30000,439,1097282
13085368,00:00.0,199000,491,1097282
12931371,00:00.0,20000,573,1097282
12931371,00:00.0,34000,573,1097282
13076472,00:00.0,10000,335,1097282
13075757,00:00.0,39968,6601,1097282
12936448,00:00.0,20000,347,1097282
12979753,00:00.0,37000,1110,1097282
12711076,00:00.0,3000,394,1097282
13088167,00:00.0,16000,821,1097282
12940906,00:00.0,10000,1110,1097282
12867817,00:00.0,10000,1124,1097282
12919631,00:00.0,20000,441,1097282
12888614,00:00.0,10000,1185,1097282
12888614,00:00.0,5000,1185,1097282
12728984,00:00.0,32000,375,1097282
12765679,00:00.0,10000,619,1097282
12801478,00:00.0,25000,437,1097282
13086128,00:00.0,5000,557,1097282
12754589,00:00.0,15000,564,1097282
12951847,00:00.0,18000,650,1097282
12941003,00:00.0,5000,576,1097282
13086128,00:00.0,10000,557,1097282
13144577,00:00.0,20000,576,1097282
13120722,00:00.0,2000,1058,1097282
13086128,00:00.0,7000,557,1097282
12846806,00:00.0,10000,515,1097282
12777537,00:00.0,30000,564,1097282
12771568,00:00.0,20000,463,1097282
12728850,00:00.0,40000,437,1097282
12706339,00:00.0,5000,314,1097282
12810996,00:00.0,5000,299,1097282
13063463,00:00.0,80000,667,1097282
12889439,00:00.0,22000,607,1097282
13076468,00:00.0,10000,475,1097282
12981449,00:00.0,40000,864,1097282
12531016,00:00.0,5000,800,1097282
12901621,00:00.0,40000,737,1097282
12754590,00:00.0,50000,564,1097282
13075757,00:00.0,19762,7801,1097282
13375202,00:00.0,10000,436,1097282
13235066,00:00.0,10200,3188,1097282
13141372,00:00.0,3000,1746,1097282
13120772,00:00.0,5000,331,1097282
13122593,00:00.0,10000,550,1097282
13315728,00:00.0,70000,598,1097282
12980038,00:00.0,62000,507,1097282
13122436,00:00.0,3000,484,1097282
13100698,00:00.0,3000,418,1097282
12940906,00:00.0,11000,1725,1097282
13086140,00:00.0,15000,424,1097282
13085454,00:00.0,8000,491,1097282
13088167,00:00.0,15000,836,1097282
13088167,00:00.0,5000,551,1097282
13086128,00:00.0,5000,1810,1097282
12754495,00:00.0,5000,283,1097282
13085454,00:00.0,4000,491,1097282
13100698,00:00.0,27000,418,1097282
13100698,00:00.0,16000,418,1097282
13086140,00:00.0,15000,424,1097282
12941003,00:00.0,20000,439,1097282
13086140,00:00.0,15000,424,1097282
13085454,00:00.0,2000,475,1097282
13086112,00:00.0,25000,1761,1097282
13088167,00:00.0,30000,836,1097282
13076472,00:00.0,15000,667,1097282
13088074,00:00.0,5000,1182,1097282
12940906,00:00.0,30000,1110,1097282
12951955,00:00.0,60000,476,1097282
12941003,00:00.0,20000,439,1097282
13076472,00:00.0,30000,1073,1097282
13122436,00:00.0,2000,484,1097282
12941003,00:00.0,20000,439,1097282
13086140,00:00.0,15000,424,1097282
12941003,00:00.0,20000,439,1097282
13101798,00:00.0,1000,550,1097282
12771568,00:00.0,30000,1486,1097282
13086140,00:00.0,15000,424,1097282
12941003,00:00.0,20000,439,1097282
13063505,00:00.0,80000,491,1097282
12979753,00:00.0,15000,1110,1097282
13048112,00:00.0,13000,335,1097282
13122436,00:00.0,3000,484,1097282
12743501,00:00.0,30000,469,1097282
13085454,00:00.0,1000,475,1097282
13141093,00:00.0,22000,1124,1097282
12941003,00:00.0,1000,439,1097282
13048112,00:00.0,19000,335,1097282
12984759,00:00.0,10000,1201,1097282
12941003,00:00.0,20000,439,1097282
12546692,00:00.0,3000,534,1097282
12941003,00:00.0,20000,439,1097282
19039272,00:00.0,-1000,573,1097282
13275734,00:00.0,50000,927,1097282
13275734,00:00.0,10000,927,1097282
12840964,00:00.0,40000,909,1097282
13086112,00:00.0,5000,1163,1097282
13208309,00:00.0,20000,468,1097282
13374151,00:00.0,50000,628,1097282
13208309,00:00.0,5000,609,1097282
13374151,00:00.0,50000,2061,1097282
13248810,00:00.0,29000,549,1097282
12642429,00:00.0,30000,360,1097282
12579108,00:00.0,20000,680,1097282
12575546,00:00.0,6000,513,1097282
13076685,00:00.0,40000,424,1097282
12994312,00:00.0,5000,377,1097282
12654151,00:00.0,80000,708,1097282
12840938,00:00.0,5000,1847,1097282
12750676,00:00.0,3000,3797,1097282
12842610,00:00.0,30000,1124,1097282
13233302,00:00.0,3000,472,1097282
13063705,00:00.0,5000,424,1097282
12956559,00:00.0,20000,412,1097282
12754550,00:00.0,50000,414,1097282
12692367,00:00.0,25000,394,1097282
18963544,00:00.0,0,182.22,1097282
12546438,00:00.0,3000,539,1097282
12899724,00:00.0,30000,467,1097282
12868526,00:00.0,20000,351,1097282
13100935,00:00.0,1000,366,1097282
13019457,00:00.0,30000,566,1097282
13100935,00:00.0,3000,366,1097282
12728867,00:00.0,10000,955,1097282
13104029,00:00.0,3000,331,1097282
12884264,00:00.0,35000,370,1097282
12779239,00:00.0,30000,356,1097282
12642430,00:00.0,10000,1750,1097282
12586558,00:00.0,75000,500,1097282
13317140,00:00.0,30000,581,1097282
12546438,00:00.0,3000,539,1097282
12618673,00:00.0,30000,341,1097282
13160334,00:00.0,3000,414,1097282
12558002,00:00.0,100000,708,1097282
12692232,00:00.0,20000,314,1097282
12546604,00:00.0,10000,355,1097282
12547198,00:00.0,2000,534,1097282
12592339,00:00.0,3000,513,1097282
12530753,00:00.0,3000,539,1097282
13317163,00:00.0,30000,598,1097282
13289008,00:00.0,35000,744,1097282
13366955,00:00.0,10000,444,1097282
13317163,00:00.0,80000,598,1097282
13206478,00:00.0,5000,923,1097282
13206478,00:00.0,50000,923,1097282
13317163,00:00.0,3000,598,1097282
13317163,00:00.0,3000,598,1097282
13317163,00:00.0,3000,598,1097282
13317163,00:00.0,15000,598,1097282
13273730,00:00.0,50000,373,1097282
13206779,00:00.0,50000,739,1097282
13273730,00:00.0,10000,373,1097282
13122627,00:00.0,12000,543,1097282
13143235,00:00.0,46000,388,1097282
13244201,00:00.0,5000,2019,1097282
12936461,00:00.0,3000,4651,1097282
13285952,00:00.0,30000,373,1097282
12546684,00:00.0,35000,520,1097282
12530687,00:00.0,60000,498,1097282
12692332,00:00.0,30000,623,1097282
12546438,00:00.0,6000,1134,1097282
12652944,00:00.0,3000,410,1097282
12609715,00:00.0,3000,341,1097282
12711010,00:00.0,150000,460,1097282
12570092,00:00.0,3000,534,1097282
12711016,00:00.0,5000,460,1097282
12674126,00:00.0,30000,394,1097282
12980038,00:00.0,5000,507,1097282
13101188,00:00.0,21000,418,1097282
13084259,00:00.0,40000,1761,1097282
13144506,00:00.0,2000,700,1097282
12674102,00:00.0,80000,1004,1097282
18963544,00:00.0,0,182.22,1097282
12943248,00:00.0,15000,347,1097282
13057050,00:00.0,30000,836,1097282
12801478,00:00.0,5000,593,1097282
13122951,00:00.0,3000,366,1097282
12943248,00:00.0,20000,347,1097282
13025523,00:00.0,36000,1694,1097282
13045439,00:00.0,3000,487,1097282
13048112,00:00.0,25000,335,1097282
12943248,00:00.0,7000,347,1097282
12606402,00:00.0,32000,479,1097282
12642429,00:00.0,20000,534,1097282
12643182,00:00.0,3000,355,1097282
12608630,00:00.0,3000,518,1097282
12654151,00:00.0,90000,1136,1097282
12586558,00:00.0,35000,479,1097282
12654151,00:00.0,150000,708,1097282
12711016,00:00.0,6000,460,1097282
12592366,00:00.0,5000,746,1097282
12609715,00:00.0,3000,680,1097282
12711247,00:00.0,5000,1089,1097282
13004240,00:00.0,10000,341,1097282
12981375,00:00.0,3000,691,1097282
12999496,00:00.0,30000,679,1097282
13234767,00:00.0,10000,472,1097282
18963544,00:00.0,0,182.22,1097282
12754550,00:00.0,20000,414,1097282
12558015,00:00.0,3000,539,1097282
12604952,00:00.0,8000,500,1097282
12558015,00:00.0,40000,410,1097282
18963544,00:00.0,0,182.22,1097282
13006478,00:00.0,20000,559,1097282
12785726,00:00.0,10000,1406,1097282
13006478,00:00.0,3000,431,1097282
13375071,00:00.0,10000,628,1097282
13025510,00:00.0,27000,679,1097282
12654151,00:00.0,25000,708,1097282
12674087,00:00.0,100000,460,1097282
12625115,00:00.0,5000,1696,1097282
12530922,00:00.0,10000,520,1097282
13019502,00:00.0,30000,341,1097282
12999496,00:00.0,5000,499,1097282
13048207,00:00.0,3000,661,1097282
12754589,00:00.0,3000,564,1097282
12547198,00:00.0,2000,534,1097282
12606402,00:00.0,5000,1696,1097282
12719186,00:00.0,100000,626,1097282
12653272,00:00.0,3000,534,1097282
12530753,00:00.0,3000,1134,1097282
12558016,00:00.0,5000,1134,1097282
12603500,00:00.0,25000,1091,1097282
12624840,00:00.0,24000,680,1097282
13086140,00:00.0,5000,424,1097282
19049580,00:00.0,-1000,377,1097282
13063665,00:00.0,10000,1668,1097282
12575546,00:00.0,5000,346,1097282
12714750,00:00.0,3000,394,1097282
12644330,00:00.0,3000,520,1097282
12625019,00:00.0,10000,500,1097282
12546367,00:00.0,50000,410,1097282
12711247,00:00.0,3000,518,1097282
12673895,00:00.0,20000,314,1097282
13141372,00:00.0,20000,351,1097282
12654048,00:00.0,6000,355,1097282
13317339,00:00.0,15000,1327,1097282
13063705,00:00.0,20000,371,1097282
13160334,00:00.0,3000,414,1097282
13160334,00:00.0,15000,472,1097282
13160334,00:00.0,3000,414,1097282
13160334,00:00.0,7000,472,1097282
13160334,00:00.0,27000,414,1097282
13160334,00:00.0,7000,472,1097282
13235034,00:00.0,20000,613,1097282
13235034,00:00.0,3000,2019,1097282
13030736,00:00.0,5000,1071,1097282
12931371,00:00.0,20000,573,1097282
13141270,00:00.0,10000,1746,1097282
13085368,00:00.0,28000,491,1097282
13365168,00:00.0,30000,865,1097282
12654151,00:00.0,3000,708,1097282
12573003,00:00.0,3000,500,1097282
12546604,00:00.0,300000,520,1097282
13085368,00:00.0,4000,491,1097282
13160334,00:00.0,27000,414,1097282
13160334,00:00.0,15000,472,1097282
13160334,00:00.0,3000,414,1097282
13235036,00:00.0,3000,620,1097282
13235036,00:00.0,3000,620,1097282
12618673,00:00.0,30000,341,1097282
12692232,00:00.0,10000,314,1097282
12592339,00:00.0,15000,513,1097282
12692354,00:00.0,3000,518,1097282
18963544,00:00.0,0,182.22,1097282
12654151,00:00.0,100000,708,1097282
12586558,00:00.0,35000,479,1097282
12565261,00:00.0,2000,4776,1097282
12546684,00:00.0,3000,708,1097282
13235036,00:00.0,15000,620,1097282
13004261,00:00.0,6000,341,1097282
12989174,00:00.0,3000,1945,1097282
12970883,00:00.0,25000,347,1097282
12941003,00:00.0,5000,439,1097282
13086128,00:00.0,10000,557,1097282
12951847,00:00.0,7000,7016,1097282
13375051,00:00.0,1000,584,1097282
13210295,00:00.0,1000,545,1097282
13317341,00:00.0,11000,1955,1097282
13273712,00:00.0,10000,373,1097282
13358898,00:00.0,10000,678,1097282
12999532,00:00.0,35000,431,1097282
13210295,00:00.0,1000,545,1097282
13102258,00:00.0,21000,659,1097282
13024792,00:00.0,165000,499,1097282
13122593,00:00.0,3000,550,1097282
12940415,00:00.0,22000,507,1097282
13307442,00:00.0,30000,743,1097282
13229884,00:00.0,10000,549,1097282
13229884,00:00.0,10000,549,1097282
13086112,00:00.0,10000,424,1097282
13049988,00:00.0,10000,335,1097282
13333156,00:00.0,10000,678,1097282
13024792,00:00.0,12000,499,1097282
13024792,00:00.0,6000,499,1097282
13229857,00:00.0,15000,549,1097282
13210756,00:00.0,1000,741,1097282
13210756,00:00.0,1000,741,1097282
13049988,00:00.0,3000,475,1097282
13226783,00:00.0,10000,472,1097282
13143490,00:00.0,15000,443,1097282
12983165,00:00.0,40000,849,1097282
13028391,00:00.0,10000,559,1097282
13122395,00:00.0,10000,484,1097282
13088074,00:00.0,10000,551,1097282
12983165,00:00.0,35000,383,1097282
13088074,00:00.0,10000,551,1097282
12979753,00:00.0,25000,690,1097282
13141014,00:00.0,3000,388,1097282
12951955,00:00.0,30000,476,1097282
13068031,00:00.0,15000,335,1097282
13258436,00:00.0,9000,393,1097282
13310444,00:00.0,10000,470,1097282
13289984,00:00.0,10000,611,1097282
13289984,00:00.0,10000,611,1097282
13258436,00:00.0,10000,549,1097282
13375068,00:00.0,5000,628,1097282
13375068,00:00.0,10000,628,1097282
13248810,00:00.0,4000,549,1097282
13233302,00:00.0,3000,1298,1097282
13310446,00:00.0,50000,547,1097282
13273853,00:00.0,20000,547,1097282
13175105,00:00.0,10000,472,1097282
13186078,00:00.0,20000,544,1097282
13175105,00:00.0,22000,1969,1097282
13229864,00:00.0,37000,549,1097282
13229864,00:00.0,19000,549,1097282
13119627,00:00.0,55000,484,1097282
13104152,00:00.0,4000,550,1097282
13365168,00:00.0,5000,865,1097282
12931234,00:00.0,20000,694,1097282
13099473,00:00.0,45000,658,1097282
13005936,00:00.0,6000,1091,1097282
13122797,00:00.0,55000,366,1097282
13025922,00:00.0,3000,431,1097282
13088167,00:00.0,5000,551,1097282
13104152,00:00.0,23000,543,1097282
13083946,00:00.0,70000,491,1097282
13310445,00:00.0,10000,611,1097282
13372169,00:00.0,3000,458,1097282
13057022,00:00.0,15000,335,1097282
13273878,00:00.0,30000,1853,1097282
13290016,00:00.0,10000,1194,1097282
13004145,00:00.0,60000,499,1097282
13290040,00:00.0,20000,742,1097282
13310445,00:00.0,20000,611,1097282
12936461,00:00.0,2000,7483,1097282
13309210,00:00.0,10000,547,1097282
13372169,00:00.0,3000,458,1097282
13290040,00:00.0,5000,392,1097282
13290040,00:00.0,5000,742,1097282
12976342,00:00.0,35000,569,1097282
13310446,00:00.0,30000,547,1097282
13347730,00:00.0,10000,444,1097282
13085487,00:00.0,20000,668,1097282
13045439,00:00.0,3000,487,1097282
13083915,00:00.0,20000,335,1097282
12996972,00:00.0,30000,499,1097282
13085487,00:00.0,52000,667,1097282
12996972,00:00.0,50000,499,1097282
13063505,00:00.0,60000,491,1097282
12951999,00:00.0,3000,476,1097282
12955821,00:00.0,25000,797,1097282
12984759,00:00.0,30000,559,1097282
12941003,00:00.0,20000,439,1097282
13086140,00:00.0,15000,424,1097282
13122593,00:00.0,3000,550,1097282
13122951,00:00.0,3000,1147,1097282
13122951,00:00.0,3000,1147,1097282
12979960,00:00.0,26000,347,1097282
13030736,00:00.0,3000,483,1097282
13030736,00:00.0,3000,483,1097282
13076472,00:00.0,20000,1668,1097282
13085454,00:00.0,2000,475,1097282
12951694,00:00.0,50000,647,1097282
12941003,00:00.0,30000,439,1097282
13122767,00:00.0,3000,418,1097282
13028391,00:00.0,20000,559,1097282
13088074,00:00.0,5000,1810,1097282
13086112,00:00.0,35000,371,1097282
13100793,00:00.0,3000,366,1097282
13273712,00:00.0,10000,373,1097282
12983165,00:00.0,35000,383,1097282
13101798,00:00.0,17000,550,1097282
12979960,00:00.0,17000,347,1097282
12931510,00:00.0,5000,864,1097282
13315727,00:00.0,3000,598,1097282
13184022,00:00.0,20000,615,1097282
13184022,00:00.0,30000,615,1097282
13315727,00:00.0,100000,598,1097282
12951888,00:00.0,25000,325,1097282
13122579,00:00.0,27000,658,1097282
12951847,00:00.0,6000,1041,1097282
13019502,00:00.0,45000,679,1097282
12779170,00:00.0,5000,356,1097282
12989174,00:00.0,3000,849,1097282
12989184,00:00.0,10000,499,1097282
13144577,00:00.0,6000,1896,1097282
13088074,00:00.0,15000,551,1097282
13086128,00:00.0,8000,557,1097282
13045422,00:00.0,30000,424,1097282
12951999,00:00.0,20000,476,1097282
12931234,00:00.0,40000,694,1097282
13375202,00:00.0,20000,436,1097282
13085818,00:00.0,9000,2857,1097282
13026579,00:00.0,20000,559,1097282
12980038,00:00.0,70000,507,1097282
13025510,00:00.0,75000,679,1097282
13025510,00:00.0,24000,679,1097282
12940415,00:00.0,70000,507,1097282
13025523,00:00.0,3000,1091,1097282
13101188,00:00.0,15000,418,1097282
13101188,00:00.0,39000,418,1097282
13084259,00:00.0,30000,1761,1097282
13025523,00:00.0,6000,679,1097282
12951888,00:00.0,20000,325,1097282
13140980,00:00.0,21000,515,1097282
13086112,00:00.0,5000,371,1097282
13122395,00:00.0,2000,4434,1097282
13025523,00:00.0,7000,1694,1097282
12997071,00:00.0,10000,499,1097282
12951888,00:00.0,160000,325,1097282
13140980,00:00.0,1000,496,1097282
13068031,00:00.0,15000,491,1097282
13119720,00:00.0,4000,469,1097282
13247164,00:00.0,10000,1176,1097282
13235068,00:00.0,12000,374,1097282
13224622,00:00.0,3000,613,1097282
13063463,00:00.0,50000,335,1097282
12979753,00:00.0,3000,690,1097282
13076468,00:00.0,50000,491,1097282
13076468,00:00.0,40000,491,1097282
13101798,00:00.0,1000,550,1097282
